序号,名称,代码,最新价,涨跌幅%,成交额(元),换手率%,所属板块,上涨驱动逻辑
37,卓胜微,300782,67.92,4.94,1258564734.0,4.06,半导体,跟随市场节奏，需观察量能确认趋势
38,龙芯中科,688047,106.36,4.43,720909853.0,1.69,半导体,跟随市场节奏，需观察量能确认趋势
39,晶丰明源,688368,107.49,4.13,463532353.0,3.35,半导体,跟随市场节奏，需观察量能确认趋势
40,迈为股份,300751,148.86,4.08,1429419393.0,4.82,新能源,跟随市场节奏，需观察量能确认趋势
41,唯捷创芯,688153,24.28,4.07,171044224.0,1.67,半导体,跟随市场节奏，需观察量能确认趋势
42,华天科技,002185,15.47,3.76,5954811223.0,11.33,半导体,跟随市场节奏，需观察量能确认趋势
43,科华数据,002335,28.7,3.57,785275371.0,4.08,新能源,AI应用：大模型商用落地+信创替代，关注有真实收入转化的标的
44,晶盛机电,300316,38.6,3.24,665477853.9999999,1.38,新能源,跟随市场节奏，需观察量能确认趋势
45,盛弘股份,300693,33.99,2.91,375150657.99999994,4.04,新能源,跟随市场节奏，需观察量能确认趋势
46,星源材质,300568,13.33,1.76,955085708.0,5.83,新能源,跟随市场节奏，需观察量能确认趋势
47,天奈科技,688116,34.2,1.6,281307192.0,2.24,新能源,跟随市场节奏，需观察量能确认趋势
48,东方日升,300118,9.49,1.39,372610728.0,4.22,新能源,跟随市场节奏，需观察量能确认趋势
49,固德威,688390,62.22,1.17,493372751.99999994,3.2,新能源,跟随市场节奏，需观察量能确认趋势
50,上能电气,300827,24.78,1.06,336494660.0,3.09,新能源,跟随市场节奏，需观察量能确认趋势
